VM,IPv4,Folder,OS
VM-02-42-01-001,172.17.42.196,/KleeGroup-Hosting/TCC/SPARK CEVA,Red Hat Enterprise Linux 7 (64-bit)
VM-02-42-02-001,172.17.42.197,/KleeGroup-Hosting/TCC/SPARK CEVA,Red Hat Enterprise Linux 7 (64-bit)
VM-02-42-02-002,172.17.42.69,/KleeGroup-Hosting/DC4/SPARK CEVA,Red Hat Enterprise Linux 7 (64-bit)
VM-02-42-02-003,172.17.42.201,/KleeGroup-Hosting/TCC/SPARK CEVA,Red Hat Enterprise Linux 7 (64-bit)
VM-02-42-12-001,172.17.42.200,/KleeGroup-Hosting/TCC/SPARK CEVA,Red Hat Enterprise Linux 7 (64-bit)
VM-02-42-16-001,172.17.42.153,/KleeGroup-Hosting/TCC/SPARK CEVA,Red Hat Enterprise Linux 7 (64-bit)
VM-02-42-16-002,172.17.42.24,/KleeGroup-Hosting/DC4/SPARK CEVA,Red Hat Enterprise Linux 7 (64-bit)
VM-02-42-17-001,172.17.42.198,/KleeGroup-Hosting/TCC/SPARK CEVA,Red Hat Enterprise Linux 7 (64-bit)
VM-02-45-01-001,172.17.45.194,/KleeGroup-Hosting/TCC/GALIMMO,Debian GNU/Linux 10 (64-bit)
VM-02-45-16-001,172.17.45.146,/KleeGroup-Hosting/TCC/GALIMMO,Debian GNU/Linux 10 (64-bit)
VM-02-45-17-001,172.17.45.147,/KleeGroup-Hosting/TCC/GALIMMO,Debian GNU/Linux 10 (64-bit)
VM-02-46-01-001,172.17.46.196,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-02-46-01-002,172.17.46.197,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-02-46-02-001,172.17.46.198,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-02-46-02-002,172.17.46.69,/KleeGroup-Hosting/TCC/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-02-46-06-001,172.17.46.202,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-02-46-12-001,172.17.46.201,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-02-46-16-001,172.17.46.153,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-02-46-16-002,172.17.46.24,/KleeGroup-Hosting/TCC/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-02-46-17-001,172.17.46.200,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-02-46-90-001,192.168.142.208,/KleeGroup-Hosting/DC4/TOTAL,CentOS 7 (64-bit)
VM-02-47-01-001,172.17.47.194,/KleeGroup-Hosting/TCC/CERTDC,Other (32-bit)
VM-02-47-01-002,172.17.47.195,/KleeGroup-Hosting/TCC/CERTDC,Other (32-bit)
VM-02-47-01-101,172.17.47.196,/KleeGroup-Hosting/TCC/CERTDC,Other (32-bit)
VM-02-47-01-102,172.17.47.197,/KleeGroup-Hosting/TCC/CERTDC,Other (32-bit)
VM-02-47-01-301,172.17.47.202,/KleeGroup-Hosting/TCC/CERTDC,Debian GNU/Linux 11 (64-bit)
VM-02-47-02-001,172.17.47.198,/KleeGroup-Hosting/TCC/CERTDC,Other (32-bit)
VM-02-47-02-002,172.17.47.199,/KleeGroup-Hosting/TCC/CERTDC,Debian GNU/Linux 11 (64-bit)
VM-02-47-02-003,172.17.47.200,/KleeGroup-Hosting/TCC/CERTDC,Other (32-bit)
VM-02-47-02-004,172.17.47.201,/KleeGroup-Hosting/TCC/CERTDC,Other (32-bit)
VM-02-47-02-201,172.17.47.203,/KleeGroup-Hosting/TCC/CERTDC,Other (32-bit)
VM-02-47-12-001,172.17.47.204,/KleeGroup-Hosting/TCC/CERTDC,Red Hat Enterprise Linux 7 (64-bit)
VM-02-47-16-001,172.17.47.146,/KleeGroup-Hosting/TCC/CERTDC,Other (32-bit)
VM-02-47-16-101,172.17.47.148,/KleeGroup-Hosting/TCC/CERTDC,Other (32-bit)
VM-02-47-16-201,172.17.47.149,/KleeGroup-Hosting/TCC/CERTDC,Other (32-bit)
VM-02-47-17-001,172.17.47.147,/KleeGroup-Hosting/TCC/CERTDC,Other (32-bit)
VM-02-47-17-301,172.17.47.150,/KleeGroup-Hosting/TCC/CERTDC,Other (32-bit)
VM-02-50-01-001,172.17.50.194,/KleeGroup-Hosting/TCC/HAS,CentOS 7 (64-bit)
VM-02-50-02-001,172.17.50.195,/KleeGroup-Hosting/TCC/HAS,Red Hat Enterprise Linux 7 (64-bit)
VM-02-50-02-002,172.17.50.68,/KleeGroup-Hosting/DC4/HAS,Red Hat Enterprise Linux 7 (64-bit)
VM-02-50-06-001,172.17.50.197,/KleeGroup-Hosting/TCC/HAS,Red Hat Enterprise Linux 7 (64-bit)
VM-02-50-12-001,172.17.50.198,/KleeGroup-Hosting/TCC/HAS,Red Hat Enterprise Linux 7 (64-bit)
VM-02-50-16-001,172.17.50.146,/KleeGroup-Hosting/TCC/HAS,Red Hat Enterprise Linux 7 (64-bit)
VM-02-50-16-002,172.17.50.19,/KleeGroup-Hosting/DC4/HAS,Red Hat Enterprise Linux 7 (64-bit)
VM-02-50-17-001,172.17.50.199,/KleeGroup-Hosting/TCC/HAS,Red Hat Enterprise Linux 7 (64-bit)
VM-02-51-01-011,172.16.108.211,/KleeGroup-Hosting/DC4/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-02-51-01-012,172.16.108.212,/KleeGroup-Hosting/DC4/Malteurop,
VM-02-51-16-011,172.16.108.156,/KleeGroup-Hosting/DC4/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-02-51-21-011,172.16.108.215,/KleeGroup-Hosting/DC4/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-02-51-22-011,172.16.108.213,/KleeGroup-Hosting/DC4/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-02-51-22-012,172.16.108.214,/KleeGroup-Hosting/DC4/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-02-52-01-101,10.102.2.86,/KleeGroup-Hosting/DC4/LeSaffre,Microsoft Windows Server 2019 (64-bit)
VM-02-52-01-102,10.102.2.87,/KleeGroup-Hosting/DC4/LeSaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-02-52-02-101,10.102.2.88,/KleeGroup-Hosting/DC4/LeSaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-02-52-02-102,10.102.2.89,/KleeGroup-Hosting/DC4/LeSaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-02-52-16-101,10.102.2.18,/KleeGroup-Hosting/DC4/LeSaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-02-52-16-102,10.102.2.19,/KleeGroup-Hosting/DC4/LeSaffre,Microsoft Windows Server 2019 (64-bit)
VM-02-52-22-101,10.102.2.91,/KleeGroup-Hosting/DC4/LeSaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-02-52-22-102,10.102.2.92,/KleeGroup-Hosting/DC4/LeSaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-02-52-77-102,10.102.2.94,/KleeGroup-Hosting/DC4/LeSaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-02-52-78-101,10.102.2.93,/KleeGroup-Hosting/DC4/LeSaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-02-52-VADC-001,10.102.2.66,/KleeGroup-Hosting/DC4/LeSaffre,Ubuntu Linux (64-bit)
VM-02-52-VADC-002,10.102.2.67,/KleeGroup-Hosting/DC4/LeSaffre,Ubuntu Linux (64-bit)
VM-02-53-01-001,172.17.53.205,/KleeGroup-Hosting/DC4/ADEO/PreProduction,Microsoft Windows Server 2022 (64-bit)
VM-02-53-01-002,172.17.53.206,/KleeGroup-Hosting/DC4/ADEO/PreProduction,Microsoft Windows Server 2022 (64-bit)
VM-02-53-02-001,172.17.53.207,/KleeGroup-Hosting/DC4/ADEO/PreProduction,Microsoft Windows Server 2022 (64-bit)
VM-02-53-02-002,172.17.53.208,/KleeGroup-Hosting/DC4/ADEO/PreProduction,Microsoft Windows Server 2022 (64-bit)
VM-02-53-16-001,172.17.53.147,/KleeGroup-Hosting/DC4/ADEO/PreProduction,Microsoft Windows Server 2022 (64-bit)
VM-02-53-22-001,172.17.53.209,/KleeGroup-Hosting/DC4/ADEO/PreProduction,Microsoft Windows Server 2022 (64-bit)
VM-02-53-22-002,172.17.53.210,/KleeGroup-Hosting/DC4/ADEO/PreProduction,Microsoft Windows Server 2022 (64-bit)
VM-02-53-22-003,172.17.53.211,/KleeGroup-Hosting/DC4/ADEO/PreProduction,Microsoft Windows Server 2022 (64-bit)
VM-02-54-01-001,172.17.54.72,/KleeGroup-Hosting/TCC/TERREAL,Microsoft Windows Server 2022 (64-bit)
VM-02-54-16-001,172.17.54.19,/KleeGroup-Hosting/TCC/TERREAL,Microsoft Windows Server 2022 (64-bit)
VM-02-54-22-001,172.17.54.73,/KleeGroup-Hosting/TCC/TERREAL,Microsoft Windows Server 2022 (64-bit)
VM-02-56-01-001,172.17.56.194,/KleeGroup-Hosting/DC4/BNPP,Red Hat Enterprise Linux 7 (64-bit)
VM-02-56-02-001,172.17.56.195,/KleeGroup-Hosting/DC4/BNPP,Red Hat Enterprise Linux 7 (64-bit)
VM-02-56-06-001,172.17.56.196,/KleeGroup-Hosting/DC4/BNPP,Red Hat Enterprise Linux 7 (64-bit)
VM-02-56-12-001,172.17.56.197,/KleeGroup-Hosting/DC4/BNPP,Red Hat Enterprise Linux 7 (64-bit)
VM-02-56-16-001,172.17.56.146,/KleeGroup-Hosting/DC4/BNPP,Red Hat Enterprise Linux 7 (64-bit)
VM-02-56-17-001,172.17.56.198,/KleeGroup-Hosting/DC4/BNPP,Red Hat Enterprise Linux 7 (64-bit)
VM-02-57-01-001,172.17.57.194,/KleeGroup-Hosting/TCC/GTT,Other (32-bit)
VM-02-57-01-002,172.17.57.195,/KleeGroup-Hosting/TCC/GTT,Other (32-bit)
VM-02-57-01-101,172.17.57.196,/KleeGroup-Hosting/TCC/GTT,Other (32-bit)
VM-02-57-01-102,172.17.57.197,/KleeGroup-Hosting/TCC/GTT,Other (32-bit)
VM-02-57-16-001,172.17.57.146,/KleeGroup-Hosting/TCC/GTT,Other (32-bit)
VM-02-57-16-002,172.17.57.147,/KleeGroup-Hosting/TCC/GTT,Debian GNU/Linux 11 (64-bit)
VM-02-59-01-101,172.17.114.206,/KleeGroup-Hosting/DC4/MOBIVIA/PreProd,Microsoft Windows Server 2016 or later (64-bit)
VM-02-59-01-102,172.17.114.207,/KleeGroup-Hosting/DC4/MOBIVIA/PreProd,Microsoft Windows Server 2016 or later (64-bit)
VM-02-59-16-101,172.17.114.147,/KleeGroup-Hosting/DC4/MOBIVIA/PreProd,Microsoft Windows Server 2016 or later (64-bit)
VM-02-59-22-101,172.17.114.208,/KleeGroup-Hosting/DC4/MOBIVIA/PreProd,Microsoft Windows Server 2019 (64-bit)
VM-02-59-22-102,172.17.114.209,/KleeGroup-Hosting/DC4/MOBIVIA/PreProd,Microsoft Windows Server 2016 or later (64-bit)
VM-02-59-78-102,172.17.114.205,/KleeGroup-Hosting/DC4/MOBIVIA/PreProd,Microsoft Windows Server 2016 or later (64-bit)
VM-02-62-01-101,192.168.164.202,/KleeGroup-Hosting/DC4/Arc,Microsoft Windows Server 2016 or later (64-bit)
VM-02-62-16-101,192.168.164.153,/KleeGroup-Hosting/DC4/Arc,Microsoft Windows Server 2016 or later (64-bit)
VM-02-62-22-101,192.168.164.203,/KleeGroup-Hosting/DC4/Arc,Microsoft Windows Server 2016 or later (64-bit)
VM-02-63-01-001,172.17.63.199,/KleeGroup-Hosting/TCC/Eurotoll,CentOS 4/5 (64-bit)
VM-02-63-01-002,172.17.63.200,/KleeGroup-Hosting/TCC/Eurotoll,CentOS 4/5 (64-bit)
VM-02-63-16-001,172.17.63.152,/KleeGroup-Hosting/TCC/Eurotoll,CentOS 4/5 (64-bit)
VM-02-85-01-101,192.168.185.206,/KleeGroup-Hosting/DC4/Valtech,Microsoft Windows Server 2016 or later (64-bit)
VM-02-85-01-102,192.168.185.207,/KleeGroup-Hosting/DC4/Valtech,Microsoft Windows Server 2016 or later (64-bit)
VM-02-85-16-101,192.168.185.147,/KleeGroup-Hosting/DC4/Valtech,Microsoft Windows Server 2019 (64-bit)
VM-02-85-22-101,192.168.185.208,/KleeGroup-Hosting/DC4/Valtech,Microsoft Windows Server 2016 or later (64-bit)
VM-02-85-22-102,192.168.185.209,/KleeGroup-Hosting/DC4/Valtech,Microsoft Windows Server 2016 or later (64-bit)
VM-02-87-01-101,192.168.87.76,/KleeGroup-Hosting/TCC/Kiabi,Microsoft Windows Server 2022 (64-bit)
VM-02-87-01-102,192.168.87.77,/KleeGroup-Hosting/TCC/Kiabi,Microsoft Windows Server 2022 (64-bit)
VM-02-87-16-101,192.168.87.21,/KleeGroup-Hosting/TCC/Kiabi,Microsoft Windows Server 2022 (64-bit)
VM-02-87-16-102,192.168.87.22,/KleeGroup-Hosting/TCC/Kiabi,Microsoft Windows Server 2022 (64-bit)
VM-02-99-01-008,192.168.127.127,/KleeGroup-Hosting/DC4/Rct01,CentOS 7 (64-bit)
VM-02-99-01-010-pilote,192.168.139.29,/KleeGroup-Hosting/DC4/Kleegroup,Other (32-bit)
VM-02-99-01-201,192.168.180.155,/KleeGroup-Hosting/DC4/KleePerformance,Other (32-bit)
VM-02-99-01-209,192.168.180.110,/KleeGroup-Hosting/DC4/Kleegroup,Other (32-bit)
VM-02-99-02-401,192.168.180.91,/KleeGroup-Hosting/DC4/Kleegroup,Other (32-bit)
VM-02-99-05-001,192.168.89.39,/KleeGroup-Hosting/DC4/Mutualise,Other 2.6.x Linux (64-bit)
VM-02-99-33-001,192.168.142.211,/KleeGroup-Hosting/DC4/Mutualise,Microsoft Windows Server 2012 (64-bit)
VM-02-99-33-002,192.168.142.212,/KleeGroup-Hosting/DC4/Mutualise,Microsoft Windows Server 2012 (64-bit)
VM-02-99-90-001,192.168.142.10,/KleeGroup-Hosting/DC4/Management,CentOS 6 (64-bit)
VM-02-99-90-101,192.168.142.15,/KleeGroup-Hosting/DC4/Mutualise,Other 3.x or later Linux (64-bit)
VM-02-99-90-302,192.168.142.206,/KleeGroup-Hosting/DC4/Management,Microsoft Windows Server 2016 or later (64-bit)
VM-02-KC-01-001,192.168.117.163,/KleeGroup-Hosting/DC4/KleeCommerce,
VM-02-KC-01-015,192.168.117.176,/KleeGroup-Hosting/DC4/KleeCommerce,CentOS 4/5 (64-bit)
VM-02-KC-01-100,192.168.117.189,/KleeGroup-Hosting/DC4/KleeCommerce,Microsoft Windows Server 2016 or later (64-bit)
VM-02-KC-01-112,192.168.117.182,/KleeGroup-Hosting/DC4/KleeCommerce,Other (32-bit)
VM-02-KC-02-100,192.168.117.61,/KleeGroup-Hosting/DC4/KleeCommerce,Microsoft Windows Server 2016 or later (64-bit)
VM-02-KC-04-001,192.168.117.41,/KleeGroup-Hosting/DC4/KleeCommerce,Microsoft Windows Server 2008 (32-bit)
VM-02-KC-04-002,192.168.117.45,/KleeGroup-Hosting/DC4/KleeCommerce,Microsoft Windows Server 2008 R2 (64-bit)
VM-02-KC-04-101,192.168.117.181,/KleeGroup-Hosting/DC4/KleeCommerce,Microsoft Windows Server 2016 (64-bit)
VM-02-KC-16-001,192.168.117.37,/KleeGroup-Hosting/DC4/KleeCommerce,CentOS 4/5 (64-bit)
VM-02-KC-16-101,192.168.117.46,/KleeGroup-Hosting/DC4/KleeCommerce,Debian GNU/Linux 10 (64-bit)
VM-03-09-02-101,172.17.19.80,/KleeGroup-Hosting/TCC/FNMF,Debian GNU/Linux 11 (64-bit)
VM-03-09-07-101,172.17.19.82,/KleeGroup-Hosting/TCC/FNMF,Debian GNU/Linux 11 (64-bit)
VM-03-09-16-101,172.17.19.26,/KleeGroup-Hosting/TCC/FNMF,Other (32-bit)
VM-03-13-01-006,172.17.13.246,/KleeGroup-Hosting/DC4/France Active,Red Hat Enterprise Linux 7 (64-bit)
VM-03-13-01-008,172.17.13.248,/KleeGroup-Hosting/DC4/France Active,Microsoft Windows Server 2003 Standard (32-bit)
VM-03-13-01-030,172.17.13.251,/KleeGroup-Hosting/DC4/France Active,Other (64-bit)
VM-03-13-16-007,172.17.13.118,/KleeGroup-Hosting/DC4/France Active,Microsoft Windows Server 2003 (32-bit)
VM-03-13-16-030,172.17.13.124,/KleeGroup-Hosting/DC4/France Active,Other (64-bit)
VM-03-17-01-001,172.17.113.210,/KleeGroup-Hosting/DC4/FPLP/EPM121/Archive,Microsoft Windows Server 2008 R2 (64-bit)
VM-03-17-01-101,172.17.113.83,/KleeGroup-Hosting/TCC/FPLP/EPM124/Dev,Microsoft Windows Server 2012 (64-bit)
VM-03-17-16-001,172.17.113.152,/KleeGroup-Hosting/DC4/FPLP/EPM121/Archive,Microsoft Windows Server 2008 R2 (64-bit)
VM-03-17-16-101,172.17.113.20,/KleeGroup-Hosting/TCC/FPLP/EPM124/Dev,Microsoft Windows Server 2012 (64-bit)
VM-03-17-20-101,172.17.113.85,/KleeGroup-Hosting/TCC/FPLP/EPM124/Dev,Microsoft Windows Server 2012 (64-bit)
VM-03-17-21-001,172.17.113.214,/KleeGroup-Hosting/DC4/FPLP/EPM121/Archive,Microsoft Windows Server 2008 R2 (64-bit)
VM-03-17-22-001,172.17.113.212,/KleeGroup-Hosting/DC4/FPLP/EPM121/Archive,
VM-03-17-22-101,172.17.113.84,/KleeGroup-Hosting/TCC/FPLP/EPM124/Dev,Microsoft Windows Server 2012 (64-bit)
VM-03-17-78-101,172.17.113.86,/KleeGroup-Hosting/TCC/FPLP/EPM124/Dev,Microsoft Windows Server 2012 (64-bit)
VM-03-29-01-001,172.17.29.70,/KleeGroup-Hosting/DC4/ALLIANZ/Recette_Client,Red Hat Enterprise Linux 7 (64-bit)
VM-03-29-02-001,172.17.29.71,/KleeGroup-Hosting/DC4/ALLIANZ/Recette_Client,Red Hat Enterprise Linux 7 (64-bit)
VM-03-29-12-001,172.17.29.73,/KleeGroup-Hosting/DC4/ALLIANZ/Recette_Client,Red Hat Enterprise Linux 7 (64-bit)
VM-03-29-16-001,172.17.29.19,/KleeGroup-Hosting/DC4/ALLIANZ/Recette_Client,Red Hat Enterprise Linux 7 (64-bit)
VM-03-29-17-001,172.17.29.72,/KleeGroup-Hosting/DC4/ALLIANZ/Recette_Client,Red Hat Enterprise Linux 7 (64-bit)
VM-03-46-01-001,172.17.46.212,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-03-46-01-002,172.17.46.213,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-03-46-02-001,172.17.46.210,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-03-46-02-002,172.17.46.211,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-03-46-06-001,172.17.46.216,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-03-46-12-001,172.17.46.214,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-03-46-16-001,172.17.46.155,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-03-46-16-002,172.17.46.156,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-03-46-17-001,172.17.46.215,/KleeGroup-Hosting/DC4/TOTAL,Red Hat Enterprise Linux 7 (64-bit)
VM-03-51-01-011,172.16.108.195,/KleeGroup-Hosting/DC4/Malteurop,
VM-03-51-16-011,172.16.108.146,/KleeGroup-Hosting/DC4/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-03-51-21-011,172.16.108.197,/KleeGroup-Hosting/DC4/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-03-51-22-011,172.16.108.196,/KleeGroup-Hosting/DC4/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-03-51-78-101,172.16.108.200,/KleeGroup-Hosting/DC4/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-03-52-01-101,10.102.2.209,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-03-52-02-101,10.102.2.210,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-03-52-16-101,10.102.2.156,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-03-52-16-102,10.102.2.157,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-03-52-22-101,10.102.2.212,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-03-52-78-101,10.102.2.213,/KleeGroup-Hosting/TCC/Lesaffre,Microsoft Windows Server 2016 or later (64-bit)
VM-03-53-01-001,172.17.53.214,/KleeGroup-Hosting/DC4/ADEO/Dev,Microsoft Windows Server 2022 (64-bit)
VM-03-53-02-001,172.17.53.215,/KleeGroup-Hosting/DC4/ADEO/Dev,Microsoft Windows Server 2022 (64-bit)
VM-03-53-16-001,172.17.53.148,/KleeGroup-Hosting/DC4/ADEO/Dev,Microsoft Windows Server 2022 (64-bit)
VM-03-53-22-001,172.17.53.216,/KleeGroup-Hosting/DC4/ADEO/Dev,Microsoft Windows Server 2022 (64-bit)
VM-03-87-01-101,192.168.87.78,/KleeGroup-Hosting/TCC/Kiabi,Microsoft Windows Server 2022 (64-bit)
VM-03-87-16-101,192.168.87.23,/KleeGroup-Hosting/TCC/Kiabi,Microsoft Windows Server 2022 (64-bit)
VM-03-87-16-102,192.168.87.24,/KleeGroup-Hosting/TCC/Kiabi,Microsoft Windows Server 2022 (64-bit)
VM-03-99-01-002,192.168.127.162,/KleeGroup-Hosting/DC4/Mutualise,CentOS 6 (64-bit)
VM-03-99-01-003,192.168.127.167,/KleeGroup-Hosting/DC4/Mutualise,Red Hat Enterprise Linux 6 (64-bit)
VM-05-51-03-001,172.16.108.216,/KleeGroup-Hosting/DC4/Malteurop,Microsoft Windows Server 2008 R2 (64-bit)
VM-05-51-EPM11124,172.16.107.152,/KleeGroup-Hosting/TCC,Microsoft Windows Server 2008 R2 (64-bit)
VM-05-51-EPM112,172.16.107.153,/KleeGroup-Hosting/TCC,Microsoft Windows Server 2022 (64-bit)
VM-pacsen,pwd?,/KleeGroup-Hosting/DC4/Rct01,Microsoft Windows Server 2008 R2 (64-bit)
vm-pacsen-2,192.168.127.14,/KleeGroup-Hosting/DC4/Rct01,Microsoft Windows Server 2016 or later (64-bit)
VM-pacsen-oracle,192.168.126.80,/KleeGroup-Hosting/DC4/Rct01,Red Hat Enterprise Linux 5 (64-bit)
voip-01.kleegroup.com,192.168.139.55,/KleeGroup-Hosting/DC4/Kleegroup,CentOS 4/5/6 (64-bit)
voip-02.kleegroup.com,192.168.139.56,/KleeGroup-Hosting/DC4/Kleegroup,CentOS 4/5/6 (64-bit)
